,cleaned_message,urgent_cos_sim,non_urgent_cos_sim,urgent,text,username,coordinates,lat,long,geometry
4213,seen th floor california st f pm pst campfire san francisco california,0.13994099361990214,0.1345153087605441,1,"As seen from the 29th floor, 50 California St., S.F. 4:05pm, PST. #campfire @ San Francisco, California https://www.instagram.com/p/BqOJFNKgaSj5v3Xf0cKjph4Ob-ZJhZXWJq46RY0/?utm_source=ig_twitter_share&igshid=10efba1rt08k5 …","René Radusky, MLIS 🇨🇺-🇺🇸","(39.8582044321108, -121.71193958004265)",39.8582044321108,-121.71193958004265,POINT (-121.7119395800427 39.8582044321108)
4214,med medical block se hawthorne blvd portland portland fire rp pdx,0.14580606784520928,0.13410082201356954,1,"MED - MEDICAL at 3700 BLOCK OF SE HAWTHORNE BLVD, PORTLAND, OR [Portland Fire #RP18000094553] 14:55 #pdx911",Mult Co Fire/EMS log,"(39.917293056491765, -121.65820360289828)",39.917293056491765,-121.65820360289828,POINT (-121.6582036028983 39.91729305649176)
4215,gasinv natural gas odor investigation block ne multnomah st portland portland fire rp pdx,0.14791208984969714,0.14669375384600147,1,"GASINV - NATURAL GAS ODOR OR INVESTIGATION at 300 BLOCK OF NE MULTNOMAH ST, PORTLAND, OR [Portland Fire #RP18000094572] 16:11 #pdx911",Mult Co Fire/EMS log,"(39.82593243008073, -121.77383352921593)",39.82593243008073,-121.77383352921593,POINT (-121.7738335292159 39.82593243008073)
4216,santa cruz sunset point break never ending happy thought side note beach dog beach kenneth andy paradise team giver adventureswandy,0.15102724344841426,0.14309167020310462,1,"Santa Cruz sunsets and point breaks are a never ending happy thought. Side note, this beach is a dog beach  Kenneth, Andy and my paradise. 
@team_giver adventureswandy… https://www.instagram.com/p/BqOICm6hEbO/?utm_source=ig_twitter_share&igshid=29xbsyzc9n46 …",Jessica Woolsey,"(39.800760724718664, -121.64371207018525)",39.800760724718664,-121.64371207018525,POINT (-121.6437120701852 39.80076072471866)
4217,hanging tobacco leaf social club smoking tennessee waltz good smoke cigarlonge cigarclub cigarsmoking botl sotl tobaccoleaf tobacco leaf,0.1316282094482552,0.1273363643664107,1,"Hanging with the Tobacco Leaf social club. Smoking a Tennessee Waltz good smoke
#cigarlonge #cigarclub #cigarsmoking #botl #sotl #tobaccoleaf @ Tobacco Leaf https://www.instagram.com/p/BqOIA3BHfEW/?utm_source=ig_twitter_share&igshid=1um26s0wq4bvm …",Todd L Robison,"(39.5735195366474, -121.68714650446506)",39.5735195366474,-121.68714650446506,POINT (-121.6871465044651 39.5735195366474)
4218,med medical block ne glenn widing dr portland portland fire rp pdx,0.14139220657275114,0.12817780589567207,1,"MED - MEDICAL at 11700 BLOCK OF NE GLENN WIDING DR, PORTLAND, OR [Portland Fire #RP18000094551] 14:52 #pdx911",Mult Co Fire/EMS log,"(39.6675701875109, -121.75488749116235)",39.6675701875109,-121.75488749116235,POINT (-121.7548874911623 39.6675701875109)
4219,med medical block ne nd pl portland portland fire rp pdx,0.14590016148662927,0.13156993378959994,1,"MED - MEDICAL at 1500 BLOCK OF NE 152ND PL, PORTLAND, OR [Portland Fire #RP18000094561] 15:36 #pdx911",Mult Co Fire/EMS log,"(39.87918132002503, -121.52038787628268)",39.87918132002503,-121.52038787628268,POINT (-121.5203878762827 39.87918132002503)
4220,almaud audible fire alarm block nw st ave portland portland fire rp pdx,0.1498509744542416,0.1440457275969163,1,"ALMAUD - AUDIBLE FIRE ALARM at 400 BLOCK OF NW 21ST AVE, PORTLAND, OR [Portland Fire #RP18000094566] 15:55 #pdx911",Mult Co Fire/EMS log,"(39.66488433670205, -121.43571314832283)",39.66488433670205,-121.43571314832283,POINT (-121.4357131483228 39.66488433670205)
4221,rest paradise kim porter love blessing family friend diddy quincy kingcombs costa mesa california,0.1407343935354752,0.13919908823481075,1,"Rest in Paradise Kim Porter! Love and Blessings to your family and friends! @diddy @quincy @kingcombs  @ Costa Mesa, California https://www.instagram.com/p/BqOHlyQFmix/?utm_source=ig_twitter_share&igshid=1g6vlyrd6alzv …",Mimi McGrew,"(39.78837127951988, -121.66896284522507)",39.78837127951988,-121.66896284522507,POINT (-121.6689628452251 39.78837127951988)
4222,thanks friend well wish regarding fire losangeles many friend lost home folk lost life many animal perished norm,0.14336076402735914,0.14127625099231106,1,"Thanks to our friends for your well wishes regarding the fires in #LosAngeles! So many of our friends lost their homes, some folks lost their lives, and many animals perished. Norm had to… https://www.instagram.com/p/BqOHaDkHYYv/?utm_source=ig_twitter_share&igshid=xwey2qvjtzok …",Normans Rare Guitars,"(39.91450037656974, -121.52618641562829)",39.91450037656974,-121.52618641562829,POINT (-121.5261864156283 39.91450037656974)
4223,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 7000 BLOCK OF SE 13TH AVE, PORTLAND, OR [Portland Fire #RP18000094550] 14:52 #pdx911",Mult Co Fire/EMS log,"(39.78062661016077, -121.44500124300825)",39.78062661016077,-121.44500124300825,POINT (-121.4450012430082 39.78062661016077)
4224,med medical block se nd ave portland portland fire rp pdx,0.14853767230140896,0.13549918821487972,1,"MED - MEDICAL at 2300 BLOCK OF SE 82ND AVE, PORTLAND, OR [Portland Fire #RP18000094557] 15:07 #pdx911",Mult Co Fire/EMS log,"(39.728327577563036, -121.62756405780239)",39.728327577563036,-121.62756405780239,POINT (-121.6275640578024 39.72832757756304)
4225,med medical n richmond ave n syracuse st portland portland fire rp pdx,0.1462631653887642,0.14142476071992646,1,"MED - MEDICAL at N RICHMOND AVE / N SYRACUSE ST, PORTLAND, OR [Portland Fire #RP18000094252] 15:01 #pdx911",Mult Co Fire/EMS log,"(39.876381433700594, -121.66446525125465)",39.876381433700594,-121.66446525125465,POINT (-121.6644652512547 39.87638143370059)
4226,shot wa taken malibu day fire broke feel awful place ha devastated many people homeless since breakout,0.15495949359878766,0.152200184691034,1,"This shot was taken in #malibu 2 days before the fires broke out and feels so awful that this place has been devastated.
.
So many people have been homeless since the breakout of the… https://www.instagram.com/p/BqLhLDbhnE2/?utm_source=ig_twitter_share&igshid=1fwzsexp8lodt …",Ana Hernandez,"(39.78328849279023, -121.79349887452665)",39.78328849279023,-121.79349887452665,POINT (-121.7934988745266 39.78328849279023)
4227,hattie ornament hand drawn painted random fun imafoolishmortal hauntedmansion topheradam paradise nevada,0.15502290444392516,0.1526931827162296,1,"Hattie Ornament. Hand drawn and painted by me. Just some random fun. #imafoolishmortal #hauntedmansion #topheradam @ Paradise, Nevada https://www.instagram.com/p/BqLgZz2HfXn/?utm_source=ig_twitter_share&igshid=khtjyygdj22j …",imafoolishmortal,"(39.831080568349996, -121.74667026739053)",39.831080568349996,-121.74667026739053,POINT (-121.7466702673905 39.83108056835)
4228,med medical block sw morrison st portland portland fire rp pdx,0.14311212950667124,0.14112536620475824,1,"MED - MEDICAL at 1700 BLOCK OF SW MORRISON ST, PORTLAND, OR [Portland Fire #RP18000094254] 15:09 #pdx911",Mult Co Fire/EMS log,"(39.69845788724473, -121.53474818703211)",39.69845788724473,-121.53474818703211,POINT (-121.5347481870321 39.69845788724473)
4229,ta traffic accident st response fire em ne mt hood ave ne airport way portland portland fire rp,0.1441637980512985,0.14400510437958114,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at NE MT HOOD AVE / NE AIRPORT WAY, PORTLAND, OR [Portland Fire #RP18000094263] 15:31",Mult Co Fire/EMS log,"(39.6905951825258, -121.57785925933113)",39.6905951825258,-121.57785925933113,POINT (-121.5778592593311 39.6905951825258)
4230,water water problem block ne mason st portland portland fire rp pdx,0.14377665902775516,0.14196950217886034,1,"WATER - WATER PROBLEM at 15000 BLOCK OF NE MASON ST, PORTLAND, OR [Portland Fire #RP18000094257] 15:16 #pdx911",Mult Co Fire/EMS log,"(39.840730299029396, -121.76292664822556)",39.840730299029396,-121.76292664822556,POINT (-121.7629266482256 39.8407302990294)
4231,med medical block ne glisan st portland portland fire rp pdx,0.14453606734076085,0.13800902274214633,1,"MED - MEDICAL at 15300 BLOCK OF NE GLISAN ST, PORTLAND, OR [Portland Fire #RP18000094251] 14:45 #pdx911",Mult Co Fire/EMS log,"(39.67940250020688, -121.6042457102016)",39.67940250020688,-121.6042457102016,POINT (-121.6042457102016 39.67940250020688)
4232,arrived great elk lodge simi valley full hookup including water sewer night encountered fire pyramid lake northbound traffic wa,0.14676304926979028,0.14424275031412442,1,"Arrived at a great Elks Lodge here in Simi Valley! Full hookups including 50A, water and sewer for $25/night!! Encountered a fire by Pyramid Lake just off I-5 northbound. Traffic was… https://www.instagram.com/p/BqLfukPgFyl/?utm_source=ig_twitter_share&igshid=1bn329evm2pq0 …",John Sachs,"(39.603531097750526, -121.48836266936499)",39.603531097750526,-121.48836266936499,POINT (-121.488362669365 39.60353109775053)
4233,visit instagram story full detail el alivio cocktail help u donate help affected paradisefire photo vankutchukov sacramento,0.1552165054230221,0.15487273887146644,1,"Visit our Instagram Story for full details on “El Alivio” cocktail and how you can help us donate to help those affected by the #ParadiseFire. 

Photo by: vankutchukov @ Sacramento,… https://www.instagram.com/p/BqLfO_gFsD3/?utm_source=ig_twitter_share&igshid=1ee0sd8s0fznr …",Zocalo Midtown,"(39.80379798102471, -121.71881729166736)",39.80379798102471,-121.71881729166736,POINT (-121.7188172916674 39.80379798102471)
4234,built partially destroyed fire reopened work beautiful theater findingneverland findingneverlandmusical findingneverlandtour,0.14892587978761215,0.14313282670155206,1,"Built in 1920, partially destroyed by fire in 1975, reopened in 1978. We work in some of the most beautiful theaters. 
#findingneverland #findingneverlandmusical #findingneverlandtour… https://www.instagram.com/p/BqLezp1BoPF/?utm_source=ig_twitter_share&igshid=18u78txx01kh4 …",Adrien Swenson,"(39.71187953545089, -121.7199810665664)",39.71187953545089,-121.7199810665664,POINT (-121.7199810665664 39.71187953545089)
4235,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 3100 BLOCK OF SE 166TH AVE, PORTLAND, OR [Portland Fire #RP18000094258] 15:16 #pdx911",Mult Co Fire/EMS log,"(39.91599800946154, -121.58420841392004)",39.91599800946154,-121.58420841392004,POINT (-121.58420841392 39.91599800946154)
4236,carbon carbon monoxide alarm block se th ave portland portland fire rp pdx,0.1401204884246639,0.12881990062047255,1,"CARBON - CARBON MONOXIDE ALARM at 4800 BLOCK OF SE 64TH AVE, PORTLAND, OR [Portland Fire #RP18000094260] 15:25 #pdx911",Mult Co Fire/EMS log,"(39.77742378387995, -121.79131070621216)",39.77742378387995,-121.79131070621216,POINT (-121.7913107062122 39.77742378387995)
4237,med medical n richmond ave n syracuse st portland portland fire rp pdx,0.1462631653887642,0.14142476071992646,1,"MED - MEDICAL at N RICHMOND AVE / N SYRACUSE ST, PORTLAND, OR [Portland Fire #RP18000094252] 15:01 #pdx911",Mult Co Fire/EMS log,"(39.6622635202893, -121.68891279881183)",39.6622635202893,-121.68891279881183,POINT (-121.6889127988118 39.6622635202893)
4238,shot wa taken malibu day fire broke feel awful place ha devastated many people homeless since breakout,0.15495949359878766,0.152200184691034,1,"This shot was taken in #malibu 2 days before the fires broke out and feels so awful that this place has been devastated.
.
So many people have been homeless since the breakout of the… https://www.instagram.com/p/BqLhLDbhnE2/?utm_source=ig_twitter_share&igshid=1fwzsexp8lodt …",Ana Hernandez,"(39.866888992762725, -121.53275702060631)",39.866888992762725,-121.53275702060631,POINT (-121.5327570206063 39.86688899276272)
4239,hattie ornament hand drawn painted random fun imafoolishmortal hauntedmansion topheradam paradise nevada,0.15502290444392516,0.1526931827162296,1,"Hattie Ornament. Hand drawn and painted by me. Just some random fun. #imafoolishmortal #hauntedmansion #topheradam @ Paradise, Nevada https://www.instagram.com/p/BqLgZz2HfXn/?utm_source=ig_twitter_share&igshid=khtjyygdj22j …",imafoolishmortal,"(39.585186104972166, -121.75022261742353)",39.585186104972166,-121.75022261742353,POINT (-121.7502226174235 39.58518610497217)
4240,med medical block sw morrison st portland portland fire rp pdx,0.14311212950667124,0.14112536620475824,1,"MED - MEDICAL at 1700 BLOCK OF SW MORRISON ST, PORTLAND, OR [Portland Fire #RP18000094254] 15:09 #pdx911",Mult Co Fire/EMS log,"(39.89800189920669, -121.53717041939665)",39.89800189920669,-121.53717041939665,POINT (-121.5371704193966 39.89800189920669)
4241,ta traffic accident st response fire em ne mt hood ave ne airport way portland portland fire rp,0.1441637980512985,0.14400510437958114,1,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at NE MT HOOD AVE / NE AIRPORT WAY, PORTLAND, OR [Portland Fire #RP18000094263] 15:31",Mult Co Fire/EMS log,"(39.69667745151069, -121.46028206003345)",39.69667745151069,-121.46028206003345,POINT (-121.4602820600334 39.69667745151069)
4242,water water problem block ne mason st portland portland fire rp pdx,0.14377665902775516,0.14196950217886034,1,"WATER - WATER PROBLEM at 15000 BLOCK OF NE MASON ST, PORTLAND, OR [Portland Fire #RP18000094257] 15:16 #pdx911",Mult Co Fire/EMS log,"(39.76657504389811, -121.62925492244676)",39.76657504389811,-121.62925492244676,POINT (-121.6292549224468 39.76657504389811)
4243,med medical block ne glisan st portland portland fire rp pdx,0.14453606734076085,0.13800902274214633,1,"MED - MEDICAL at 15300 BLOCK OF NE GLISAN ST, PORTLAND, OR [Portland Fire #RP18000094251] 14:45 #pdx911",Mult Co Fire/EMS log,"(39.73495472749794, -121.46284297597076)",39.73495472749794,-121.46284297597076,POINT (-121.4628429759708 39.73495472749794)
4244,arrived great elk lodge simi valley full hookup including water sewer night encountered fire pyramid lake northbound traffic wa,0.14676304926979028,0.14424275031412442,1,"Arrived at a great Elks Lodge here in Simi Valley! Full hookups including 50A, water and sewer for $25/night!! Encountered a fire by Pyramid Lake just off I-5 northbound. Traffic was… https://www.instagram.com/p/BqLfukPgFyl/?utm_source=ig_twitter_share&igshid=1bn329evm2pq0 …",John Sachs,"(39.88095619182307, -121.52131096670087)",39.88095619182307,-121.52131096670087,POINT (-121.5213109667009 39.88095619182307)
4245,visit instagram story full detail el alivio cocktail help u donate help affected paradisefire photo vankutchukov sacramento,0.1552165054230221,0.15487273887146644,1,"Visit our Instagram Story for full details on “El Alivio” cocktail and how you can help us donate to help those affected by the #ParadiseFire. 

Photo by: vankutchukov @ Sacramento,… https://www.instagram.com/p/BqLfO_gFsD3/?utm_source=ig_twitter_share&igshid=1ee0sd8s0fznr …",Zocalo Midtown,"(39.68733576301069, -121.49577008882906)",39.68733576301069,-121.49577008882906,POINT (-121.4957700888291 39.68733576301069)
4246,built partially destroyed fire reopened work beautiful theater findingneverland findingneverlandmusical findingneverlandtour,0.14892587978761215,0.14313282670155206,1,"Built in 1920, partially destroyed by fire in 1975, reopened in 1978. We work in some of the most beautiful theaters. 
#findingneverland #findingneverlandmusical #findingneverlandtour… https://www.instagram.com/p/BqLezp1BoPF/?utm_source=ig_twitter_share&igshid=18u78txx01kh4 …",Adrien Swenson,"(39.81419724347067, -121.75283481823571)",39.81419724347067,-121.75283481823571,POINT (-121.7528348182357 39.81419724347067)
4247,med medical block se th ave portland portland fire rp pdx,0.14841589830592247,0.14002555460286728,1,"MED - MEDICAL at 3100 BLOCK OF SE 166TH AVE, PORTLAND, OR [Portland Fire #RP18000094258] 15:16 #pdx911",Mult Co Fire/EMS log,"(39.74288521630251, -121.60497478238024)",39.74288521630251,-121.60497478238024,POINT (-121.6049747823802 39.74288521630251)
4248,carbon carbon monoxide alarm block se th ave portland portland fire rp pdx,0.1401204884246639,0.12881990062047255,1,"CARBON - CARBON MONOXIDE ALARM at 4800 BLOCK OF SE 64TH AVE, PORTLAND, OR [Portland Fire #RP18000094260] 15:25 #pdx911",Mult Co Fire/EMS log,"(39.58934372254768, -121.6365682200044)",39.58934372254768,-121.6365682200044,POINT (-121.6365682200044 39.58934372254768)
4249,cleared vehicle fire u nb milepost near ryan rd,0.13935771038805994,0.13733822586478836,1,Cleared: Vehicle fire on US 101 NB at milepost 351.5 near Ryan Rd.,WSDOT Tacoma,"(39.629885293203685, -121.56604955458488)",39.629885293203685,-121.56604955458488,POINT (-121.5660495545849 39.62988529320369)
4250,med medical block se nd ave portland portland fire rp pdx,0.14853767230140896,0.13549918821487972,1,"MED - MEDICAL at 900 BLOCK OF SE 162ND AVE, PORTLAND, OR [Portland Fire #RP18000094249] 14:23 #pdx911",Mult Co Fire/EMS log,"(39.763555374896455, -121.69321127802372)",39.763555374896455,-121.69321127802372,POINT (-121.6932112780237 39.76355537489646)
4251,showing luv tuffcookie godsownheart luv u guy send prayer fire victim sacramento california,0.14777430541515835,0.1454146395074766,1,"Showing luv from #tuffcookie4godsownheart 
We luv u guys and send prayers to our fire victims @ Sacramento, California https://www.instagram.com/p/BqLdvTcAbvD/?utm_source=ig_twitter_share&igshid=be97qywyhpp3 …",Rico Da DonDiva,"(39.91458359142284, -121.55289784972065)",39.91458359142284,-121.55289784972065,POINT (-121.5528978497207 39.91458359142284)
4252,little work photo posted rachellemhenry facebook account added smoke color graded los angeles california,0.14143483332566398,0.1365228075083603,1,"Just a little work on a photo posted by @RachelleMHenry on her Facebook account. I added smoke and color graded it. @ Los Angeles, California https://www.instagram.com/p/BqLdVB0HkNp/?utm_source=ig_twitter_share&igshid=1xr6e1aq2sval …",Lars Di Scenza Art & Foto,"(39.748274242169806, -121.62366315346212)",39.748274242169806,-121.62366315346212,POINT (-121.6236631534621 39.74827424216981)
4253,got joy everything love seeing happiness fuel fire love princess taliyah daddy gonna give universe bigryat princessryat eatmovement,0.14216586786907082,0.14046349010978013,1,"Got joy is my everything! I love seeing your happiness it’s fuel to my fire!! I love you Princess Taliyah!! Daddy’s gonna give you the Universe!! 

#bigryat #princessryat #eatmovement… https://www.instagram.com/p/BqLXfjTAtKv/?utm_source=ig_twitter_share&igshid=34zdbtdu7lbe …",TheRealBIGRyAT,"(39.80741101616636, -121.48385791430927)",39.80741101616636,-121.48385791430927,POINT (-121.4838579143093 39.80741101616636)
4254,med medical block ne nd ave portland portland fire rp pdx,0.14872552366041442,0.13285706924592966,1,"MED - MEDICAL at 1100 BLOCK OF NE 102ND AVE, PORTLAND, OR [Portland Fire #RP18000094246] 14:13 #pdx911",Mult Co Fire/EMS log,"(39.81681477852921, -121.44988422796516)",39.81681477852921,-121.44988422796516,POINT (-121.4498842279652 39.81681477852921)
4255,sara aaron supposed married four season westlake came malibu fire evacuate change venue day wedding,0.15286370481507172,0.15219956699616846,1,"Sara and Aaron were supposed to be married at the Four Seasons Westlake, but then came the Malibu Fires. They had to evacuate and change venues just a few days before their wedding! It’s… https://www.instagram.com/p/BqLbDSBgNld/?utm_source=ig_twitter_share&igshid=1s9198cptg5ur …",Callaway Gable,"(39.70805499825284, -121.61871622099099)",39.70805499825284,-121.61871622099099,POINT (-121.618716220991 39.70805499825284)
4256,campfire paradise ca paradise california,0.13396363343958856,0.13142708331845032,1,"#campfire Paradise, CA @ Paradise, California https://www.instagram.com/p/BqLa_qPgBoB/?utm_source=ig_twitter_share&igshid=230ebz4tm5fx …",Eric Isaacson,"(39.77250249915153, -121.82597088617054)",39.77250249915153,-121.82597088617054,POINT (-121.8259708861705 39.77250249915153)
4257,ralph johnson earth wind fire first lady motown record wa honor seated next last night california copyright conference panel dinner thank,0.13863277529305418,0.13155865203221173,1,Ralph Johnson of Earth Wind and Fire and the First Lady of Motown Records. Was an honor to be seated next to you last night at the California copyright conference panel dinner . Thank you… https://www.instagram.com/p/BqLa0LbgowV/?utm_source=ig_twitter_share&igshid=1st0tmto9hwbt …,Diana Salvatore,"(39.739388362748464, -121.62092128072251)",39.739388362748464,-121.62092128072251,POINT (-121.6209212807225 39.73938836274846)
4258,tou think fog nope smoke wildfire norcal glad issue bad air quality praying one,0.1431038512853909,0.14149301458200236,1,So tou think this is fog? Nope...this is smoke from the wildfire here in NorCal. I’m just glad here the issue is just bad air quality. Praying for the ones who… https://www.instagram.com/p/BqLauPrhiwCEtpU3d0e_rnsQRpx5vGRgVFhEtg0/?utm_source=ig_twitter_share&igshid=1l2w8s91oq2kx …,Kizzy Thé,"(39.764414881313364, -121.6257863202743)",39.764414881313364,-121.6257863202743,POINT (-121.6257863202743 39.76441488131336)
4259,med medical block se pine st portland portland fire rp pdx,0.14723053981120154,0.14172659557859152,1,"MED - MEDICAL at 12000 BLOCK OF SE PINE ST, PORTLAND, OR [Portland Fire #RP18000094242] 13:45 #pdx911",Mult Co Fire/EMS log,"(39.8761675642457, -121.77699412138323)",39.8761675642457,-121.77699412138323,POINT (-121.7769941213832 39.8761675642457)
4260,med medical block se division st portland portland fire rp pdx,0.147659044921435,0.14199358119185848,1,"MED - MEDICAL at 16600 BLOCK OF SE DIVISION ST, PORTLAND, OR [Portland Fire #RP18000094243] 13:49 #pdx911",Mult Co Fire/EMS log,"(39.850179455280106, -121.65067646594215)",39.850179455280106,-121.65067646594215,POINT (-121.6506764659422 39.85017945528011)
4261,car fire right shoulder sanbernardino ca eb del rosa ave stopped traffic back delay min,0.13937182109668972,0.1325043927298887,1,"A car fire is on the right shoulder. in #SanBernardino on CA-210 EB before Del Rosa Ave, stopped traffic back to I-215, delay of 29 mins",Total Traffic LA,"(39.638547053352276, -121.70194193633398)",39.638547053352276,-121.70194193633398,POINT (-121.701941936334 39.63854705335228)
4262,wednessday hookah happy hour night long come smoke chill great vipe mix day blueberry pineapple mint happy hour pm flavor hookah,0.14640849928457775,0.13886844731181808,1,WeDnesSdaY :) $14 HOOKAH HAPPY hours aLL night long come SMOKE & CHILL great VIPE mIx of the day (Blueberry +PINEAPPLE mints:) HAppY Hour's 6pm -2am aLL  flavors $14 HOOKAH  $18… https://www.instagram.com/p/BqLZ0m7Dmh9/?utm_source=ig_twitter_share&igshid=1glsa39u203go …,Velvet Room Hookah Lounge,"(39.7678645052367, -121.62702612669014)",39.7678645052367,-121.62702612669014,POINT (-121.6270261266901 39.7678645052367)
4263,med medical block e burnside st portland portland fire rp pdx,0.14674551391405627,0.14227820636328792,1,"MED - MEDICAL at 15800 BLOCK OF E BURNSIDE ST, PORTLAND, OR [Portland Fire #RP18000094235] 13:23 #pdx911",Mult Co Fire/EMS log,"(39.71320349229788, -121.75191748437452)",39.71320349229788,-121.75191748437452,POINT (-121.7519174843745 39.71320349229788)
4264,keep pet extra hydrated weather safe friend wednesdaywisdom campfire mission dolores park,0.14659670717206238,0.1453970231609048,1,Keep yourself and your pets extra-hydrated in this  weather. Be safe out there friends! #wednesdaywisdom #campfire @ Mission Dolores Park https://www.instagram.com/p/BqLZlONhXa2/?utm_source=ig_twitter_share&igshid=j57nhx9tyw1t …,LoveDolores,"(39.71174504891463, -121.72479073838217)",39.71174504891463,-121.72479073838217,POINT (-121.7247907383822 39.71174504891463)
4265,med medical block ne sumner st portland portland fire rp pdx,0.14966496383320824,0.14631476374250507,1,"MED - MEDICAL at 4200 BLOCK OF NE SUMNER ST, PORTLAND, OR [Portland Fire #RP18000094245] 14:12 #pdx911",Mult Co Fire/EMS log,"(39.79794020211525, -121.73290703917672)",39.79794020211525,-121.73290703917672,POINT (-121.7329070391767 39.79794020211525)
4266,car fire right shoulder sanbernardino ca eb del rosa ave stopped traffic back hwy delay min,0.13835087874880989,0.1301855782618196,1,"A car fire is on the right shoulder. in #SanBernardino on CA-210 EB before Del Rosa Ave, stopped traffic back to Hwy 259, delay of 17 mins",Total Traffic LA,"(39.74796153581377, -121.67624894748192)",39.74796153581377,-121.67624894748192,POINT (-121.6762489474819 39.74796153581377)
4267,med medical block ne sandy blvd portland portland fire rp pdx,0.14530596874680268,0.1280335854684857,1,"MED - MEDICAL at 3300 BLOCK OF NE SANDY BLVD, PORTLAND, OR [Portland Fire #RP18000094239] 13:37 #pdx911",Mult Co Fire/EMS log,"(39.63643546229889, -121.6415278919108)",39.63643546229889,-121.6415278919108,POINT (-121.6415278919108 39.63643546229889)
4268,med medical block ne th ave portland portland fire rp pdx,0.14870067712941598,0.1374521647996507,1,"MED - MEDICAL at 1000 BLOCK OF NE 9TH AVE, PORTLAND, OR [Portland Fire #RP18000094247] 14:14 #pdx911",Mult Co Fire/EMS log,"(39.79738807194282, -121.5925158010387)",39.79738807194282,-121.5925158010387,POINT (-121.5925158010387 39.79738807194282)
4269,med medical block se nd ave portland portland fire rp pdx,0.14853767230140896,0.13549918821487972,1,"MED - MEDICAL at 4200 BLOCK OF SE 102ND AVE, PORTLAND, OR [Portland Fire #RP18000094232] 13:19 #pdx911",Mult Co Fire/EMS log,"(39.758050761970004, -121.61278412012777)",39.758050761970004,-121.61278412012777,POINT (-121.6127841201278 39.75805076197)
4270,vehicle fire u nb milepost near ryan rd beginning pm november notice right lane blocked,0.1417740842483581,0.1345132099834096,1,"Vehicle fire on US 101 NB at milepost 351.5 near Ryan Rd beginning at 2:37 pm on November 14, 2018 until further notice. The right lane is blocked.",WSDOT Tacoma,"(39.80236220649637, -121.62812202906272)",39.80236220649637,-121.62812202906272,POINT (-121.6281220290627 39.80236220649637)
4271,med medical block sw main st portland portland fire rp pdx,0.1467769645679385,0.1416941970628838,1,"MED - MEDICAL at 1000 BLOCK OF SW MAIN ST, PORTLAND, OR [Portland Fire #RP18000094241] 13:44 #pdx911",Mult Co Fire/EMS log,"(39.80153081240863, -121.83168149995106)",39.80153081240863,-121.83168149995106,POINT (-121.8316814999511 39.80153081240863)
4272,car fire right shoulder sanbernardino ca eb del rosa ave stopped traffic back waterman ave latraffic,0.1414589942127702,0.13478168574017071,1,"A car fire is on the right shoulder. in #SanBernardino on CA-210 EB before Del Rosa Ave, stopped traffic back to Waterman Ave #LAtraffic",Total Traffic LA,"(39.86686005901844, -121.56776078973529)",39.86686005901844,-121.56776078973529,POINT (-121.5677607897353 39.86686005901844)
4273,hiking valley fire nv thisismyjob valley fire state park,0.1456624247468537,0.13986656939557027,1,"Out and about hiking in Valley of Fire, NV #thisismyjob @ Valley of Fire State Park https://www.instagram.com/p/BqLYGR6hcFpFZlBy_-UBAD8PeUOBx5MFCHxFeU0/?utm_source=ig_twitter_share&igshid=l8agwf9zc9d6 …",Carol Kendrick,"(39.58850018716754, -121.52167511663873)",39.58850018716754,-121.52167511663873,POINT (-121.5216751166387 39.58850018716754)
4274,view hotel room wa smoke way la definitely got much worse barely see golden gate bridge san francisco california,0.13573453035723573,0.1348013718239736,1,"The view from my hotel room. There was smoke all the way from LA but it definitely got much worse here. You can barely see the Golden Gate Bridge. @ San Francisco, California https://www.instagram.com/p/BqLX35UlIB7/?utm_source=ig_twitter_share&igshid=1fs1t712rkeks …",Evelyn McDonnell,"(39.78043028192758, -121.5920045616781)",39.78043028192758,-121.5920045616781,POINT (-121.5920045616781 39.78043028192758)
4275,pubast public assist block ne holladay st portland portland fire rp pdx,0.14530268580706188,0.14220440187201575,1,"PUBAST - PUBLIC ASSIST at 8500 BLOCK OF NE HOLLADAY ST, PORTLAND, OR [Portland Fire #RP18000094244] 13:55 #pdx911",Mult Co Fire/EMS log,"(39.901293003269714, -121.76959317385601)",39.901293003269714,-121.76959317385601,POINT (-121.769593173856 39.90129300326971)
4276,med medical block ne nd ave portland portland fire rp pdx,0.14872552366041442,0.13285706924592966,1,"MED - MEDICAL at 1500 BLOCK OF NE 72ND AVE, PORTLAND, OR [Portland Fire #RP18000094233] 13:20 #pdx911",Mult Co Fire/EMS log,"(39.668780044305976, -121.57919481612967)",39.668780044305976,-121.57919481612967,POINT (-121.5791948161297 39.66878004430598)
4277,chicago fire grill san diego calif,0.11671281167586993,0.11310156448592812,1,"I'm at Chicago Fire Grill in San Diego, Calif https://www.swarmapp.com/c/hYaxkSzoX4h ",Michelle,"(39.75570741372, -121.83470990824678)",39.75570741372,-121.83470990824678,POINT (-121.8347099082468 39.75570741372)
