latitude,longitude
39.3368922,-121.8027947
39.27979347,-121.6381128
39.29179803,-121.7927142
39.92669238,-121.72473
39.12551042,-121.8127697
39.50876756,-121.6729184
40.20107867,-121.7679901
39.99876298,-121.6938595
39.96402204,-121.7490802
39.76655704,-121.7217467
39.70576584,-121.8057638
39.83140496,-121.7859389
39.17614618,-121.7451659
39.71204021,-121.7694275
40.19953485,-121.646686
39.82368435,-121.6462975
38.77141983,-121.7771168
39.91029325,-121.6720264
38.91365876,-121.6847343
39.5602197,-121.7579393
40.18843792,-121.7210297
39.96578891,-121.7291058
39.69890589,-121.7970085
39.81323427,-121.6667908
39.42345747,-121.7245862
38.76561763,-121.7921469
40.11864588,-121.7975515
39.24741602,-121.7021639
39.36130569,-121.7357265
39.38130485,-121.7596538
39.52067954,-121.7593905
39.85782984,-121.7387139
39.01671869,-121.7106171
39.47803535,-121.7618406
39.82914091,-121.6833409
39.3636225,-121.7568019
39.87943402,-121.8153232
40.1028959,-121.7014665
40.07222091,-121.8079655
39.4406136,-121.8112693
39.43514005,-121.7744244
39.84710804,-121.8123426
38.94639536,-121.7209117
39.67570182,-121.8191299
39.26145372,-121.722052
38.76856456,-121.7657609
39.06979837,-121.798766
38.93595564,-121.7181306
39.00763363,-121.6522041
38.92763079,-121.6717981
40.15712255,-121.7647774
39.67293277,-121.7119623
39.96347367,-121.8039387
39.80886487,-121.6301433
39.30366758,-121.7097554
39.53200859,-121.6972392
39.13226108,-121.7596349
39.418816,-121.8152548
38.83742413,-121.7946417
39.40209859,-121.7121123
39.7604417,-121.7110507
38.90956324,-121.7049776
39.48034258,-121.7431624
38.78147782,-121.7741929
39.481059,-121.6533155
39.08426223,-121.6707797
39.03875481,-121.7579427
39.09871011,-121.7985038
38.83859407,-121.7083472
39.57909688,-121.6975063
39.86365066,-121.6400935
38.93225743,-121.7008408
39.51729315,-121.6717075
39.68149097,-121.7578351
39.08248684,-121.7759744
39.79673663,-121.7411844
39.60944013,-121.7746503
39.21435474,-121.746555
38.95609028,-121.6995517
40.06149607,-121.725328
39.03226438,-121.7980504
40.09587731,-121.6308324
39.58220885,-121.8190423
39.44259631,-121.7795911
39.84715779,-121.7837792
39.97037041,-121.6865831
39.91586955,-121.756875
39.85863948,-121.8025403
39.63159328,-121.6884434
39.7630892,-121.7885083
40.14875246,-121.7427857
40.1550447,-121.6908887
38.76622977,-121.7281692
39.84780195,-121.6956733
40.22972713,-121.7904044
39.33396381,-121.6964016
39.69835633,-121.8110139
39.61281661,-121.7625409
39.62516903,-121.7227448
39.02945688,-121.7303917
40.01172722,-121.6508212
38.85784657,-121.658977
39.73554888,-121.6928713
40.18640536,-121.6556824
39.45626072,-121.7867247
39.40406978,-121.7736067
40.1638217,-121.6978373
39.82815837,-121.7209554
39.22190949,-121.656571
39.0385709,-121.6543043
39.06149244,-121.7781526
39.99764236,-121.7756523
39.89487422,-121.7954315
39.79365701,-121.6802529
39.82941596,-121.7532206
40.01461408,-121.713389
40.23546349,-121.7221888
39.36142714,-121.6799744
39.22654601,-121.8062672
38.7931695,-121.6644954
39.22501243,-121.6300078
39.52009909,-121.6399976
39.63737388,-121.641536
39.25101753,-121.7877655
39.48902836,-121.6975028
39.91436109,-121.788455
39.08771863,-121.7435503
39.73528544,-121.7314312
39.6614158,-121.6916887
39.68757484,-121.8034032
40.04992519,-121.6772836
39.47239733,-121.7051393
39.14449356,-121.7881129
38.81221545,-121.6769692
39.25233637,-121.7080817
39.72392766,-121.7413715
39.22004305,-121.6687186
38.83472737,-121.6783465
40.14572155,-121.6702774
39.4655079,-121.7415837
39.79581918,-121.647358
40.23053096,-121.806563
40.07295126,-121.6963578
39.89007215,-121.7783515
39.77600272,-121.6672671
39.25181878,-121.809897
38.79054166,-121.6432761
40.08919402,-121.7311137
40.12261873,-121.7708164
40.06773076,-121.7194962
39.76322127,-121.7820341
38.98062326,-121.7185341
39.74825973,-121.6733657
39.49961958,-121.7406921
39.38592069,-121.6891716
39.43369564,-121.6862704
39.13112339,-121.6460433
39.66105202,-121.6847143
39.68548756,-121.7788012
39.35561133,-121.7470973
39.44487377,-121.7699749
38.86228855,-121.7874505
40.07383714,-121.7727599
38.9075716,-121.7197865
40.06661259,-121.7453025
38.96607792,-121.7706257
39.68009579,-121.630343
39.61133882,-121.7981145
39.84408857,-121.6581348
39.53117947,-121.7657636
38.91181634,-121.7988654
39.66994289,-121.8108513
40.24011154,-121.6768615
39.23294192,-121.6414124
39.17272244,-121.7303365
38.84742187,-121.6966197
39.27761741,-121.7930848
40.10172203,-121.6887291
39.99561088,-121.73428
39.74287114,-121.6741687
38.90915105,-121.7030392
39.86305715,-121.7200725
40.23347769,-121.7782802
40.20521818,-121.7097298
39.26023586,-121.7015109
40.07832782,-121.773612
39.4813807,-121.6925429
40.12546154,-121.7067529
39.68676627,-121.6995796
39.71406039,-121.6492051
39.17788898,-121.6749041
39.49014553,-121.6817465
38.93540881,-121.769952
38.79205744,-121.7283541
39.62895506,-121.6591147
39.88480225,-121.7408537
38.94373889,-121.6864662
40.24913457,-121.7695063
39.87511696,-121.7783669
38.96240524,-121.6504642
38.81629329,-121.7069326
39.92660631,-121.7660059
39.41977414,-121.7439915
40.2497169,-121.7531127
40.05816721,-121.7685385
39.17732081,-121.7761475
39.0244825,-121.7616049
38.99413482,-121.6648142
39.2938617,-121.7405783
40.00717774,-121.6319459
39.79459676,-121.788135
39.49384667,-121.8065886
38.90554118,-121.8080721
39.37584698,-121.7621056
39.34154876,-121.7957681
39.09835773,-121.722947
39.39251196,-121.812453
39.37771757,-121.6510114
38.97980302,-121.709562
39.51455256,-121.646455
39.73183004,-121.7334521
39.33584914,-121.6927284
38.91960949,-121.7748856
38.98680726,-121.7945865
39.57060172,-121.6693951
39.03028105,-121.7925386
39.87226969,-121.7415504
39.76382062,-121.7356472
39.12449318,-121.6929962
39.75888758,-121.7032484
40.10372046,-121.694844
39.89341418,-121.6313805
39.72291867,-121.7542831
39.35439167,-121.7316462
39.60466744,-121.65283
40.06799785,-121.6670453
39.22057544,-121.6897192
39.32272519,-121.7439944
39.65267212,-121.6544288
39.01408387,-121.7372281
39.50082293,-121.7253428
40.21467372,-121.7249603
39.32686803,-121.711165
38.84756487,-121.6684841
39.56619741,-121.6950308
38.87460503,-121.7628981
39.8141522,-121.7133397
39.42400332,-121.63364
40.00723151,-121.6452572
38.91578729,-121.6892151
39.53727563,-121.6695172
38.99681104,-121.7633159
39.12356151,-121.672446
40.16054614,-121.6526927
39.74552428,-121.7847626
39.50611546,-121.8012929
39.24201745,-121.7037001
40.09715942,-121.6500395
39.21572611,-121.7172127
39.85858277,-121.6802885
39.14000374,-121.7013415
38.79211363,-121.6519141
39.89010834,-121.6830192
39.57712923,-121.7844973
38.90712318,-121.7855652
39.18607312,-121.7180358
39.15668845,-121.7768937
39.00609989,-121.7813411
39.30774806,-121.7152314
39.89746748,-121.7221038
39.4566221,-121.695414
39.59209532,-121.6873893
40.12040255,-121.6427692
39.05230558,-121.7637241
39.70462276,-121.6684818
39.81655911,-121.7865959
39.51375557,-121.736898
39.23655388,-121.7288666
39.27867276,-121.6594527
39.99496288,-121.6330119
38.92956821,-121.8009128
39.59221264,-121.7988022
38.77480908,-121.7329828
39.83056334,-121.7221795
39.73825313,-121.6663346
38.84359536,-121.6969158
40.22076806,-121.6538584
40.02875822,-121.6822111
40.18032666,-121.7053853
39.61111136,-121.6650187
39.93216655,-121.7699704
39.16583688,-121.6390515
39.93556399,-121.6511919
38.88299706,-121.6577614
38.94743979,-121.6975499
39.12597607,-121.7789279
39.93192199,-121.6733388
39.06235043,-121.7450238
39.50726698,-121.788088
38.80138813,-121.768107
39.99767538,-121.6637408
40.05402852,-121.6307018
39.44787308,-121.6900999
39.27092205,-121.6453213
39.93708054,-121.6780733
38.77116999,-121.7901417
39.32578489,-121.6528969
39.19493682,-121.8042786
39.60892445,-121.6911284
39.469081,-121.7388264
39.52365262,-121.788793
40.17310306,-121.6764352
39.09482901,-121.7913396
38.98712977,-121.7304287
39.32917944,-121.7084709
38.99535221,-121.7911384
39.79580537,-121.804463
40.21404965,-121.7807505
39.58590114,-121.6311138
38.81863371,-121.6766884
39.75468934,-121.7447848
39.05422784,-121.8129804
40.02597024,-121.6868883
39.38649505,-121.6727141
40.01520431,-121.6755324
39.62073485,-121.7924798
39.52031898,-121.6383944
39.01143353,-121.6354889
38.84636724,-121.6888624
39.21632854,-121.8188607
39.85104192,-121.7713874
39.38309287,-121.7245101
39.60391492,-121.6923842
39.26189023,-121.8080323
40.24022496,-121.6527431
39.19737306,-121.795279
39.40912025,-121.6963803
40.08997581,-121.7167287
39.87215423,-121.6539189
39.43907927,-121.7393009
39.07040473,-121.7411067
39.75555374,-121.7462657
39.50838571,-121.8145862
39.39092102,-121.7094244
38.83147957,-121.7451376
39.5917833,-121.6999034
39.92646534,-121.752402
39.66854568,-121.7922031
39.50935461,-121.6555789
39.32611791,-121.8114607
39.43716174,-121.7531416
38.85088506,-121.6410034
39.68822764,-121.6893252
40.19291889,-121.804252
39.38179165,-121.7372348
40.09432951,-121.731801
39.88726024,-121.6556627
38.81559249,-121.8043603
39.71109603,-121.6397985
39.81202077,-121.7965794
38.97777638,-121.6384874
39.98507964,-121.7734841
40.0810603,-121.8047708
39.12269428,-121.6802954
39.18071136,-121.7813108
39.34928046,-121.634366
40.19873635,-121.8127259
39.49803077,-121.6933954
39.76476702,-121.7718246
39.70289575,-121.7244036
39.39911515,-121.79815
39.30099818,-121.7051022
39.78795534,-121.7747949
39.90846537,-121.7148005
40.09288104,-121.7292725
39.47204152,-121.8075864
38.79811406,-121.6649786
39.38849685,-121.807399
39.95991232,-121.7502932
40.12929065,-121.7377449
39.47920468,-121.7808565
39.77181826,-121.7741584
39.37511659,-121.7646679
39.32798443,-121.7634876
39.86857166,-121.6407511
40.23000821,-121.7606163
39.56433713,-121.6814277
40.00518055,-121.6489316
39.53634864,-121.6376832
40.16969563,-121.6370981
39.75130804,-121.819999
39.07251642,-121.7328896
38.92482553,-121.802047
38.76658581,-121.6532677
38.85356056,-121.7008588
38.9674556,-121.6318161
39.67208801,-121.7660378
40.12166485,-121.7963685
38.85700833,-121.6596244
40.16793689,-121.6542873
40.06142897,-121.6456297
39.4368346,-121.7702065
39.97529117,-121.6356475
39.85443279,-121.7375753
40.19232123,-121.7801171
38.76279662,-121.7987951
39.76194101,-121.8156554
38.85099907,-121.7483764
39.60809503,-121.7891293
38.86330998,-121.6797056
40.12637308,-121.6721279
39.17115388,-121.7691752
39.03898041,-121.6514731
40.03684343,-121.6775979
39.15270601,-121.6697391
38.95942542,-121.7152603
39.05172399,-121.7926614
38.77899472,-121.7099739
38.93670718,-121.7058565
39.46638571,-121.6782827
40.12389263,-121.7176815
38.99291023,-121.6524995
39.90002508,-121.6777396
39.85556518,-121.6406842
38.78103231,-121.6974018
