,tweet,lat,long
88,"smoke -> clear sky
temperature up 51°F -> 62°F
humidity up 40% -> 55%
wind 3mph -> 4mph",39.74692801947504,-121.62123049993856
89," As an effort to help as much as we can during these fires too close to home, we are donating 10% of our profits today to the LAFD to assist in their firefighting efforts. We also have… https://www.instagram.com/p/BqAptDkhyvb/?utm_source=ig_twitter_share&igshid=1tqbyjcvp0wn5 …",39.869928806301616,-121.61921531096688
90,"These fires spread so fast. One minute it’s just a small fire, the next minute the entire hillside is burning. #woolseyfire #calabasas @ Silverado Memory Care Community The Highlands https://www.instagram.com/p/BqEf3SxHn5D/?utm_source=ig_twitter_share&igshid=1u8m5v508zoab …",39.746528161529774,-121.60327474293592
91,"I'm at Los Angeles Fire Department EPI-Center - @lafd in Los Angeles, CA https://www.swarmapp.com/c/bJoCLlhuP8T ",39.916216763756964,-121.53901452273293
92,Commerce CA Fri Nov 9th AM Forecast: TODAY Smoke Hi 76 TONIGHT Smoke Lo 46,39.73707191332721,-121.65665255577179
93,This is the smoke plume from City Walk at Universal Studios Hollywood! It’s insane and so sad. #fire #sucks @ Universal Studios Hollywood https://www.instagram.com/p/Bp-CxMyn4qX/?utm_source=ig_twitter_share&igshid=1olfir7w0bn3l …,39.831668146142896,-121.79343177914677
94,"Its even terrible in out warehouse
#n95mask #campfire #Sacramento #workISfun #fuckyourlungs @ Sacramento, California https://www.instagram.com/p/BqNtviVHyBe/?utm_source=ig_twitter_share&igshid=xzmplrbyieoi …",39.73931237062926,-121.63454305824465
95,"LA is on fire , but nobody at The Mecca seems to care.  #biggerstrongerfaster @ Venice, California https://www.instagram.com/p/BqAwSNVFimP/?utm_source=ig_twitter_share&igshid=1n87ppq2dpcq9 …",39.74503437212713,-121.83504461363306
96,"One of my favorite couples 
#djjt
#doubletreebyhilton #scottsdale #resort #cocktailhour #wedding #bridesmaids #groomsmen #mrandmrs #phoenix #arizona @ DoubleTree Resort by Hilton Paradise… https://www.instagram.com/p/Bqi3e1hFEIT/?utm_source=ig_twitter_share&igshid=x0e3qwh5oj7k …",39.86066386377603,-121.54951507736679
97,"current weather in Paradise: broken clouds, 42°F
52% humidity, wind 2mph, pressure 1017mb",39.89557829658417,-121.55900812398636
98,"My third grout cleaning job today...nasty rental grout  @ Paradise, Nevada https://www.instagram.com/p/Bp8BGfEgwGA/?utm_source=ig_twitter_share&igshid=vggr860eo317 …",39.5770302572579,-121.62691369506607
99,"Marina Del Rey -  Smoke , plane from LAX and the jetty extends out into the marina and is the scene in many movies  and how relaxing 80 today  @ Marina del Rey Playa https://www.instagram.com/p/Bp_BYWNHrRj/?utm_source=ig_twitter_share&igshid=fl36hwcrf3pl …",39.80944593062838,-121.60850287453206
100,"So heartbreaking, eastwind_screenprint is selling shirts in support of the Victims’ families! @ Borderline Bar & Grill https://www.instagram.com/p/BqGX4BbF6uyTcGkJ3qQR2shsl2lTfc5XDKIbww0/?utm_source=ig_twitter_share&igshid=jx2le9uull8w …",39.79981346706249,-121.59932857069887
101,All lanes closed as fire crews battle a brush fire on the right shoulder. in #SimiValley on 118 EB from Kuehner D... http://bit.ly/10F395r ,39.59521508186752,-121.63807771053871
102,"The air quality is so bad, thick great skies, potent smoke smell, schools cancelled, 600 people still missing #heartbreak #wildfires #stay safe #imstillworking @ San Francisco, California https://www.instagram.com/p/BqPzqUtA_ZO/?utm_source=ig_twitter_share&igshid=8kwrcs60qvgl …",39.65428818246593,-121.6230571818781
103,"smoke -> haze
temperature down 53°F -> 52°F
humidity up 17% -> 31%",39.767478338704144,-121.63333801225744
104,Keeping warm by the fire hoping to see the Meteor shower later. Going down to 28° here on Winslow AZ @ Homolovi State Park https://www.instagram.com/p/BqTuABMgDVq/?utm_source=ig_twitter_share&igshid=ksgkdnwix5a7 …,39.73937237407178,-121.71790303921895
105,Sushi dating last night  @ Fire-Fish Sushi & More https://www.instagram.com/p/BqSvM3DhnmwgVXnCJRN65FYPA3Fo0xq61oNMpg0/?utm_source=ig_twitter_share&igshid=bbt4na4cc2nx …,39.75830325915209,-121.62019277269422
106,Hi World...meet these amazing young ladies...just 3 of the 36 girls who are a part of the Paradise High School Soccer program. These are the three girls that my daughter and her teammates… https://www.instagram.com/p/BqSUpYkHhtL/?utm_source=ig_twitter_share&igshid=rh8okhlnibbb …,39.812485585731245,-121.49293361160112
107,"Nice lil office, vibe with us..
#elcentro #twilight #drums #free @ Twilight Smoke Shop https://www.instagram.com/p/BqIIHLonjeA/?utm_source=ig_twitter_share&igshid=18t8sklqhiyh7 …",39.57570258679573,-121.66635088256196
108,"The freeways are once again open. In time, the smoke will clear, the media will leave, and #ThousandOaks will again be quiet..
But one week ago, almost to the minute, Thousand Oaks was… https://www.instagram.com/p/BqMU_6BAX6b/?utm_source=ig_twitter_share&igshid=vuy3odxfcmfw …",39.68040710119104,-121.70611555079675
109,"Holy fire of a soul searching pilgrim on the mountaintop.

Link to the full music video in my bio. 

Directed by eugenehl @ Mount Rubidoux https://www.instagram.com/p/BqQeTuqHzYb/?utm_source=ig_twitter_share&igshid=17fttvpjzut9r …",39.54377227748913,-121.60335319123071
110,Chico CA Fri Nov 9th PM Forecast: TONIGHT Smoke Lo 40 SATURDAY Smoke Hi 72,39.7614949999073,-121.60533932808428
111,Hace unos minutos en @noticias62tv #5pm desde #losangeles #california @TrejoPris @vsarrade @sanellyquintero @jhuertanews #news #noticias #woolseyfire #ventura #fire @ Liberman… https://www.instagram.com/p/BqLuVNohr18/?utm_source=ig_twitter_share&igshid=1f82nvpfxr2wz …,39.75147519001985,-121.4510237680999
112,Walking across the street from where I live Thank God the fire didn’t jump the street #woolseyfire #dtsb @ Las Virgenes Canyon https://www.instagram.com/scottybrown1/p/BqBj75EnKp9/?utm_source=ig_twitter_share&igshid=uwnphx0bdfm8 …,39.709316194169816,-121.65311051408978
113,"The Bourbon Cranberry with Smoke  - Eagle Rare bourbon • orange liqueur • cranberry liqueur • sweet vermouth • aromatic bitters • port barrel smoke
.
.
.
#cocktail #cocktails… https://www.instagram.com/p/BqlRV1fBGvc/?utm_source=ig_twitter_share&igshid=k0we53lq9nqx …",39.67262583604234,-121.42274535575493
114,"MED - MEDICAL at 7400 BLOCK OF SE SHERRETT ST, PORTLAND, OR [Portland Fire #RP18000094067] 22:45 #pdx911",39.76056642385472,-121.59203007706802
115,"haze -> smoke
temperature up 70°F -> 75°F
humidity down 14% -> 13%",39.84601355434979,-121.68150326619394
116,"smoke -> broken clouds
temperature up 50°F -> 66°F
humidity down 56% -> 39%
wind 5mph -> 9mph",39.66978983486877,-121.53318382904743
117,"“Paradise Lost”...
we will never forget what the fire took away...hoping that some day we could return to see it again
...I will be posting photo archives that I still have...the fire took… https://www.instagram.com/p/BqT491vFibF/?utm_source=ig_twitter_share&igshid=sfuia4y3o13i …",39.74865724560836,-121.72428695097608
118,"Mid week! Come get ""it"" CraZy! Lets cover your weekly slump buster with some tasty beers from an amazing brewery that came all the way through the fires and the 101 to bring us some tasty… https://www.instagram.com/p/BqKpOvqA2GV/?utm_source=ig_twitter_share&igshid=jci5fh0bay9g …",39.79557412547933,-121.5138819945882
119,I don’t know if it was my first “stringer” shot or not but I still remember the fire at the Chevron on 9th and I somehow was there before even the fire department and there I was filming… https://www.instagram.com/p/Bp965APBobk/?utm_source=ig_twitter_share&igshid=1nuh2k5h8bgzb …,39.74253101815783,-121.6307017286856
120,"With Thanksgiving this week & #givingtuesday November 27th. #abate thanks you for going out in your Communities, State (fires) and within the Culture of Motorcycling to Donate your time… https://www.instagram.com/p/BqXpwVBAdrr/?utm_source=ig_twitter_share&igshid=1pmkpwx01evg6 …",39.80623995679336,-121.56588907069259
121,"TA1 - TRAFFIC ACCIDENT - 1ST RESPONSE (FIRE & EMS) at SE DIVISION ST / SE 119TH AVE, PORTLAND, OR [Portland Fire #RP18000095832] 09:54",39.86564711781453,-121.57615305297398
